,age,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_fk_accuracy,skill_long_passing,skill_ball_control,value_eur,league_level
11676,18,82,53,56,68,27,47,67,50,51,62,190000,2
11677,20,64,52,63,66,43,52,66,48,65,67,190000,1
11678,17,69,59,50,66,27,44,66,48,42,60,190000,1
11679,23,73,48,58,61,42,52,59,51,51,64,210000,2
11680,21,69,50,57,68,38,49,67,50,56,65,210000,1
11681,25,73,45,58,59,54,72,57,36,62,60,240000,1
11682,22,54,28,34,40,58,71,34,27,26,48,160000,1
11683,18,63,60,42,58,27,59,57,35,32,59,190000,1
11684,22,81,57,42,63,29,59,62,28,30,61,210000,2
11685,19,65,50,58,63,49,50,60,45,60,61,170000,1
11686,22,59,57,36,55,28,78,56,22,31,61,210000,1
11687,21,73,60,57,57,28,59,56,58,52,57,210000,1
11688,19,67,63,45,55,27,59,53,32,41,55,190000,1
11689,18,84,29,41,55,62,61,52,21,40,55,140000,2
11690,25,42,28,39,41,57,73,37,55,38,47,210000,1
11692,20,58,30,41,40,59,69,28,34,43,53,160000,1
11693,19,67,29,45,50,61,69,47,30,44,54,140000,1
11694,19,76,52,56,60,44,61,59,43,52,61,170000,1
11696,25,51,26,33,38,60,70,34,23,35,41,210000,2
11697,18,64,49,63,63,45,53,62,50,67,63,190000,1
11698,26,76,58,54,59,28,52,57,48,54,58,275000,1
11699,25,71,63,58,62,32,54,65,65,55,60,240000,1
11700,21,48,31,39,41,59,69,39,29,34,43,160000,1
11701,20,68,28,43,45,57,66,32,33,45,54,160000,2
11702,32,71,64,40,58,27,52,57,33,33,56,180000,1
11703,18,63,31,43,54,62,62,54,31,35,53,140000,1
11704,18,67,60,46,57,28,66,56,34,41,59,190000,1
11705,19,68,59,59,60,29,61,60,60,59,60,190000,1
11706,22,44,29,34,28,60,74,20,30,30,34,160000,1
11707,22,55,38,55,56,60,67,53,40,59,58,150000,1
11708,22,61,34,51,52,61,55,48,28,66,60,160000,1
11709,20,67,54,61,67,45,55,67,60,64,68,190000,1
11710,19,53,46,62,58,56,52,57,48,69,57,170000,2
11711,18,70,62,57,65,32,63,66,45,60,65,190000,1
11712,20,65,51,58,62,46,59,61,45,63,65,190000,1
11713,17,49,61,42,53,29,70,50,52,35,59,190000,1
11714,21,61,61,48,58,28,57,58,39,44,59,210000,1
11715,23,67,63,46,54,28,59,51,50,35,53,230000,1
11716,19,80,48,53,68,28,41,69,37,43,65,170000,1
11717,18,67,56,54,66,27,39,70,49,41,65,160000,2
11718,25,57,27,40,54,64,63,53,27,30,46,210000,1
11719,29,57,27,41,38,60,67,24,23,50,55,170000,2
11720,28,64,58,38,60,27,61,61,32,31,59,240000,2
11721,24,69,62,43,60,29,46,64,29,35,57,250000,1
11722,29,63,45,62,61,50,54,58,39,72,59,200000,1
11723,23,64,54,63,62,50,62,59,48,65,62,210000,2
11724,28,69,68,56,62,28,53,60,45,50,67,220000,1
11725,20,77,61,49,70,26,39,76,45,40,66,210000,1
11726,23,75,57,58,61,29,52,64,60,58,62,210000,1
11727,24,71,59,53,67,27,51,68,38,52,67,250000,2
11728,27,62,41,45,62,63,58,70,43,42,50,210000,2
11729,35,56,44,60,60,61,47,56,40,62,63,35000,1
11730,22,62,33,41,60,65,62,70,34,32,46,160000,2
11731,24,64,49,64,57,51,63,55,48,68,60,230000,2
11732,23,75,59,43,60,27,62,58,27,37,58,230000,1
11733,22,63,43,53,62,60,66,61,32,56,63,160000,1
11734,17,59,57,62,67,46,52,66,55,67,70,160000,2
11735,21,77,54,54,62,61,57,58,45,64,61,150000,1
11736,24,87,57,38,56,28,60,55,29,36,55,250000,1
11737,25,69,52,59,64,59,73,66,61,64,64,240000,1
11738,20,77,44,53,64,55,66,62,32,56,64,190000,1
11739,19,62,46,51,45,59,65,34,34,51,56,140000,2
11740,21,65,47,60,59,58,67,59,46,69,57,190000,1
11741,22,44,62,41,54,30,60,58,29,28,56,210000,1
11742,19,74,28,38,45,61,65,44,31,37,38,140000,1
11743,24,74,58,49,65,26,56,67,34,46,62,230000,1
11744,31,66,24,31,33,62,68,28,26,31,29,140000,1
11745,19,61,60,43,58,28,51,58,40,35,58,190000,1
11746,17,75,60,47,65,27,54,66,34,43,63,190000,1
11748,23,60,34,42,42,66,51,42,29,37,34,180000,2
11750,24,74,54,55,61,56,60,60,46,47,62,210000,1
11751,26,60,65,44,56,29,50,50,32,41,58,275000,1
11752,21,85,60,35,57,27,55,58,28,20,55,210000,1
11753,25,52,63,41,58,28,70,54,37,35,64,275000,1
11754,24,56,45,58,61,61,70,61,37,67,65,230000,1
11755,30,45,31,37,34,59,74,25,22,42,39,160000,1
11756,29,68,59,59,65,31,60,65,70,53,64,230000,1
11757,26,62,34,43,43,59,73,37,41,36,46,220000,1
11758,25,70,56,56,60,29,58,61,47,59,58,240000,1
11761,18,65,56,62,61,53,55,59,63,64,64,160000,1
11762,24,80,60,57,64,27,59,63,60,50,60,230000,2
11763,18,80,33,47,62,59,50,64,32,46,58,140000,1
11764,17,75,47,64,69,45,58,67,61,69,71,160000,1
11765,18,76,33,52,60,59,67,58,41,56,57,140000,1
11766,21,64,47,57,62,56,70,57,30,65,62,190000,1
11767,29,69,55,59,63,29,54,63,60,53,62,200000,1
11768,18,69,60,51,65,30,44,64,44,41,64,160000,1
11769,19,65,50,60,63,43,49,60,46,65,64,190000,1
11770,23,74,45,53,68,40,55,66,45,50,66,210000,1
11771,18,76,55,60,66,32,42,65,64,60,64,190000,1
11772,18,69,32,52,58,57,65,51,33,49,61,140000,2
11773,18,71,63,60,63,27,48,61,57,56,63,190000,2
11774,22,68,44,58,61,57,70,59,47,61,60,190000,1
11775,22,53,29,43,48,61,72,47,25,40,48,160000,1
11776,22,70,37,49,55,62,64,53,34,48,56,160000,1
11777,24,67,52,62,57,55,53,50,59,61,62,250000,1
11778,23,58,30,38,34,64,60,30,28,36,32,180000,1
11779,21,63,62,47,59,30,42,60,42,38,56,210000,1
11780,21,51,63,49,57,30,61,58,45,44,56,210000,1
11781,22,69,28,46,57,62,59,57,30,27,59,160000,2
11782,18,77,44,56,63,53,51,62,47,54,64,160000,1
11783,17,61,29,40,38,61,69,31,33,45,44,140000,1
11784,18,89,48,49,63,28,54,64,45,48,61,160000,1
11785,20,71,65,41,54,27,53,51,30,32,50,210000,2
11786,17,71,44,55,59,60,61,61,34,63,49,140000,1
11787,19,66,59,60,64,48,48,65,56,60,63,190000,2
11788,24,53,61,47,53,52,67,50,26,49,55,250000,1
11789,23,61,53,62,63,49,52,61,45,65,63,230000,1
11790,20,77,61,52,65,30,40,64,46,49,60,210000,1
11791,19,76,40,50,57,57,67,57,36,49,55,140000,1
11792,25,66,46,56,64,41,55,62,40,58,62,275000,1
11793,25,75,59,42,65,28,56,68,26,38,61,275000,1
11794,19,59,27,39,40,61,65,32,28,37,46,140000,1
11796,19,66,60,48,56,33,52,57,49,40,51,190000,2
11799,21,64,45,59,59,57,59,48,48,57,71,160000,1
11800,16,65,59,46,59,27,55,58,39,37,60,190000,2
11801,17,56,60,48,60,29,54,60,40,40,59,190000,2
11802,18,66,60,51,61,27,53,64,43,48,58,190000,2
11803,18,61,35,53,58,60,62,57,40,44,58,140000,2
11804,18,67,53,58,71,33,36,69,55,49,68,190000,1
11805,19,67,41,53,58,60,63,59,48,43,53,140000,1
11807,26,69,32,35,41,62,71,35,28,31,44,220000,2
11808,25,79,26,28,37,60,70,29,23,26,43,210000,1
11809,23,65,44,48,60,62,59,61,41,45,59,180000,1
11811,23,73,32,45,56,58,53,57,43,31,50,180000,2
11812,20,62,54,57,63,34,56,62,49,55,66,210000,1
11813,21,59,31,41,42,61,66,39,26,53,41,160000,1
11814,20,63,31,39,47,62,59,40,37,40,52,160000,2
11816,23,72,54,56,64,35,52,68,45,59,60,210000,2
11817,28,57,36,58,60,51,59,59,38,63,61,180000,2
11818,19,79,53,49,68,25,38,69,36,45,65,170000,2
11819,19,65,59,47,61,27,54,62,42,41,60,190000,1
11820,21,66,52,57,59,55,62,58,36,60,59,150000,1
11822,33,34,54,61,62,52,68,60,62,60,62,80000,1
11823,36,48,50,59,61,41,59,57,53,63,67,2000,4
11824,34,36,27,50,49,59,63,41,25,49,56,40000,3
11825,30,57,57,54,54,33,65,53,50,51,52,130000,3
11826,35,40,50,57,58,61,63,53,75,49,63,20000,3
11828,31,51,38,37,46,58,74,44,40,31,45,90000,4
11830,34,50,37,49,42,55,77,31,48,55,50,40000,1
11831,33,51,43,53,46,58,68,39,64,59,55,60000,1
11832,30,51,60,56,57,55,73,58,60,56,57,120000,4
11833,35,52,46,56,56,54,72,54,47,68,64,40000,4
11834,32,50,48,59,57,55,64,52,41,66,61,100000,4
11835,30,62,47,56,57,48,65,53,28,56,59,120000,4
11836,29,67,51,60,59,54,72,55,67,61,62,130000,4
11837,31,56,31,39,46,59,64,40,25,39,46,90000,4
11838,32,52,37,53,54,63,68,49,60,47,58,80000,1
11839,30,65,33,49,49,59,71,46,25,46,48,100000,4
11840,30,55,51,56,59,51,70,57,43,59,60,120000,2
11841,33,67,52,55,69,54,71,69,36,58,70,80000,1
11844,28,80,30,56,57,54,66,53,47,52,52,120000,2
11845,30,58,60,57,58,52,56,56,60,56,60,120000,4
11846,29,62,45,54,59,58,73,59,47,51,56,100000,4
11847,31,52,63,58,63,28,59,61,68,52,64,110000,3
11849,31,52,29,35,36,61,67,31,25,43,36,90000,4
11850,33,57,64,51,64,45,56,65,43,66,67,80000,1
11851,28,70,60,64,64,39,68,62,61,62,63,140000,1
11854,31,53,35,44,47,57,69,45,36,38,47,90000,1
11855,30,64,37,40,47,56,72,43,25,27,48,100000,1
11856,32,34,27,35,33,58,71,25,25,33,42,80000,4
11857,32,33,40,42,33,56,73,25,31,59,37,80000,1
11859,31,70,37,53,51,57,69,43,43,56,55,90000,1
11860,27,62,34,52,52,59,64,47,35,53,53,130000,4
11861,31,58,31,38,40,58,78,38,20,46,40,90000,4
11862,33,58,43,51,48,58,73,43,44,57,55,50000,1
11863,28,62,42,49,43,58,71,38,30,52,47,120000,4
11864,32,58,49,54,60,57,60,58,46,59,59,80000,1
11865,31,57,33,46,46,62,74,43,23,53,54,80000,4
11866,30,60,61,57,56,37,66,52,39,59,64,130000,2
11868,33,66,45,58,58,59,64,58,50,58,58,60000,1
11869,29,87,54,51,63,28,56,65,32,43,50,130000,4
11870,38,33,58,59,62,39,69,62,60,56,62,15000,1
11871,28,68,62,63,62,53,65,63,63,63,61,110000,1
11872,28,60,41,52,44,59,61,41,54,61,35,120000,1
11874,30,73,52,59,66,34,57,65,36,58,64,120000,1
11875,31,68,64,43,64,32,61,65,39,34,60,120000,1
11876,30,72,26,56,53,56,65,49,32,56,53,100000,4
11877,28,54,41,51,48,58,67,42,44,56,56,120000,1
11879,31,69,57,60,58,57,72,57,81,68,56,90000,3
11880,27,68,50,58,58,57,65,58,39,64,62,130000,1
11881,28,83,41,56,58,26,54,56,48,52,61,140000,1
11882,29,54,42,47,36,58,67,31,45,50,43,110000,1
11884,29,64,48,51,44,59,69,36,41,39,49,110000,1
11885,28,70,55,60,62,39,65,60,40,55,63,140000,1
11886,27,68,57,55,58,31,68,58,34,46,55,160000,1
11888,29,48,56,52,49,42,80,46,31,54,58,140000,1
11889,28,52,39,43,44,58,69,40,42,47,44,120000,1
11890,27,63,57,56,61,50,64,61,42,54,60,150000,1
11891,28,81,56,53,69,43,54,67,58,50,67,150000,1
11892,26,58,45,57,59,53,71,54,48,61,64,160000,4
11893,26,84,45,51,62,57,63,64,41,48,56,140000,2
11894,28,73,35,50,60,57,64,57,43,46,56,120000,2
11895,25,75,51,54,64,58,58,68,45,51,56,150000,4
11896,24,71,45,59,52,59,64,41,50,53,62,120000,1
11898,30,65,49,56,64,27,43,64,40,56,65,130000,1
11899,27,71,58,56,63,29,60,63,51,52,60,160000,3
11900,28,65,58,56,62,29,59,61,58,48,61,140000,2
11901,27,61,49,54,62,42,61,60,42,50,64,150000,1
11902,28,67,39,50,56,59,70,59,40,48,56,120000,1
11903,26,60,39,38,34,57,74,25,25,24,40,140000,4
11904,26,80,55,57,57,58,60,55,59,55,56,140000,1
11905,25,68,61,53,61,28,71,61,37,47,60,150000,4
11907,29,54,55,57,59,59,68,61,59,63,52,110000,1
11908,28,69,58,53,63,42,51,59,37,44,64,140000,1
11909,32,75,49,58,58,55,77,52,21,56,55,80000,1
11910,25,70,55,58,56,53,63,55,64,50,52,150000,3
11911,28,72,57,50,59,32,65,57,20,45,57,150000,1
11912,34,53,37,46,45,56,73,43,37,44,48,40000,1
11913,27,78,54,53,57,29,64,50,61,48,54,160000,2
11914,27,49,60,64,54,46,69,52,50,72,60,150000,1
11915,33,72,39,57,58,59,65,51,29,53,58,80000,2
11916,26,65,30,41,39,60,63,27,40,36,48,140000,1
11917,31,77,57,44,67,26,60,69,43,36,62,120000,3
11919,30,67,59,65,67,31,60,68,76,63,62,120000,2
11921,26,61,51,58,58,53,72,50,54,53,63,160000,3
11923,25,69,57,50,58,43,68,57,42,45,54,170000,4
11925,25,44,25,30,34,59,76,25,25,35,35,140000,4
11927,24,72,58,57,61,59,83,59,56,58,58,150000,4
11928,20,62,59,60,62,27,51,65,59,60,53,130000,1
11930,27,70,47,61,60,55,68,56,57,63,62,150000,4
11931,27,74,54,59,70,40,50,70,73,51,68,150000,1
11932,27,69,59,62,62,48,68,62,71,57,63,150000,1
11933,24,49,48,51,53,58,79,52,38,59,57,150000,1
11934,25,78,37,51,69,31,50,68,43,43,64,150000,1
11936,29,82,57,51,64,28,66,63,57,45,61,130000,4
11937,29,68,59,56,57,42,69,57,55,51,57,140000,4
11938,24,63,51,32,43,56,81,39,25,26,40,130000,4
11939,25,55,57,39,59,29,50,55,55,32,65,170000,1
11940,25,80,57,55,61,59,65,61,67,51,54,140000,1
11941,24,88,47,43,60,53,81,55,28,45,56,130000,3
11942,26,53,39,51,49,58,72,45,43,53,55,130000,1
11943,25,71,55,56,62,54,73,61,47,54,62,150000,4
11944,24,71,55,53,62,28,66,64,40,43,61,150000,1
11945,20,48,33,50,49,59,61,41,25,53,58,100000,1
11946,28,63,59,62,58,32,58,55,72,63,60,150000,1
11947,27,74,53,62,61,53,78,63,57,57,53,130000,4
11948,31,68,54,46,56,32,76,54,48,38,63,120000,4
11949,29,63,35,52,47,57,67,33,42,51,62,100000,2
11950,25,78,46,55,59,26,55,58,54,50,56,150000,4
11951,26,66,49,49,56,54,76,53,36,56,61,130000,1
11952,24,71,60,54,60,39,76,56,47,46,58,150000,4
11953,23,74,53,58,56,50,67,48,50,53,62,130000,1
11954,25,74,27,44,55,57,65,52,25,43,53,140000,1
11955,26,55,58,48,58,39,71,65,45,43,48,170000,1
11956,24,58,47,64,62,48,52,57,62,67,67,160000,4
11957,24,64,37,53,53,58,69,47,53,56,58,120000,3
11958,27,72,58,47,63,28,61,65,37,36,61,160000,2
11959,24,70,58,53,57,33,71,53,50,47,57,160000,4
11960,23,73,40,57,63,25,55,60,50,55,60,130000,1
11961,24,68,43,55,54,59,75,51,43,62,58,130000,4
11962,24,74,34,55,63,26,60,64,41,54,53,150000,4
11963,29,32,30,38,49,58,68,43,25,34,55,110000,1
11964,20,81,59,52,63,29,61,63,33,52,61,120000,3
11965,24,66,35,44,48,58,73,44,23,54,48,130000,1
11966,23,91,56,45,64,25,44,69,34,33,50,150000,1
11967,27,75,38,55,60,54,64,58,34,54,59,130000,1
11968,26,54,37,42,42,56,73,33,32,56,54,140000,1
11969,27,61,58,58,60,38,64,56,60,46,58,160000,1
11970,32,52,44,51,50,63,70,50,52,49,51,70000,1
11971,24,73,39,51,61,58,61,57,33,56,59,130000,1
11972,24,79,55,57,62,39,52,61,63,56,60,160000,1
11973,29,73,41,51,54,57,64,51,40,56,53,110000,1
11974,35,51,43,50,54,54,76,50,31,56,54,20000,1
11976,24,53,37,43,46,56,74,47,28,50,47,130000,1
11978,23,62,54,58,55,56,68,52,47,58,59,130000,1
11979,23,71,54,53,64,30,51,61,49,50,63,130000,4
11980,25,69,57,40,54,28,56,52,54,40,55,170000,2
11981,28,51,26,33,32,57,74,25,38,30,32,120000,3
11982,23,71,54,57,56,56,66,51,57,61,64,110000,3
11983,22,80,61,49,64,31,58,63,50,41,59,120000,4
11984,23,69,40,54,62,58,63,62,53,49,61,120000,4
11985,25,72,49,59,52,62,67,45,41,58,53,150000,1
11986,23,71,33,53,61,57,68,60,26,53,59,120000,1
11987,22,72,40,54,60,57,69,58,44,52,63,100000,4
11988,25,55,49,59,61,56,60,61,49,63,56,130000,1
11989,23,63,23,52,50,61,59,42,33,58,54,120000,1
11990,24,62,26,42,38,56,73,25,46,40,43,130000,1
11991,23,54,57,40,56,30,60,50,27,31,59,150000,2
11992,23,69,31,35,34,57,77,25,25,35,39,120000,1
11993,22,71,28,35,43,58,72,38,26,38,41,100000,1
11994,27,66,22,41,49,57,70,51,22,35,55,130000,1
11995,20,66,45,48,48,58,66,42,48,54,47,100000,4
11996,25,59,57,45,54,46,74,51,41,46,54,170000,3
11997,23,64,60,44,56,29,67,57,33,33,56,150000,1
11998,24,45,56,59,62,56,67,57,51,57,68,150000,1
11999,22,59,60,54,59,45,67,58,37,45,62,130000,1
12000,23,60,42,38,51,62,65,50,30,35,49,120000,2
12001,22,70,47,58,65,54,51,62,52,57,64,120000,1
12003,20,68,52,52,57,50,69,46,38,58,67,120000,1
12004,22,69,56,50,58,36,58,55,42,43,58,130000,4
12005,22,72,58,62,59,45,70,57,67,62,63,120000,4
12006,23,65,57,44,56,33,65,54,53,30,54,150000,1
12007,23,54,36,49,48,58,63,42,23,53,53,120000,1
12008,31,61,51,58,55,55,75,51,33,58,58,110000,1
12009,29,74,52,58,67,43,61,67,47,59,65,130000,1
12010,26,68,52,58,61,53,68,60,61,57,59,160000,1
12011,21,64,42,45,48,58,67,38,30,57,53,100000,1
12012,28,79,62,61,53,52,63,51,61,61,45,140000,1
12013,24,74,55,60,62,53,66,62,47,61,60,130000,1
12014,21,76,27,46,55,57,61,44,36,43,61,100000,2
12015,22,72,50,56,61,55,73,61,45,57,61,120000,4
12016,24,70,35,47,49,58,65,45,24,47,50,130000,1
12017,20,55,23,36,31,63,67,25,29,37,38,100000,1
12018,23,69,26,45,55,59,71,53,26,42,55,120000,4
12019,21,83,62,37,66,34,53,66,44,42,64,130000,2
12020,20,56,32,43,39,57,69,31,27,53,49,100000,1
12021,21,55,31,41,47,58,65,41,22,33,57,100000,1
12022,20,69,27,54,62,56,69,60,35,50,62,100000,1
12023,21,71,60,58,62,47,63,57,34,58,61,120000,4
12024,21,68,58,56,63,30,61,63,55,48,61,130000,1
12026,22,52,28,40,35,59,65,23,34,43,42,100000,2
12027,24,69,57,60,62,44,60,59,52,62,63,150000,1
12028,22,69,59,38,50,33,59,44,29,31,54,130000,1
12029,22,67,57,37,57,39,69,57,34,36,55,130000,3
12030,20,83,55,50,65,28,60,65,41,45,63,120000,1
12031,23,81,47,56,56,56,61,47,48,48,60,120000,1
12032,21,69,54,57,64,36,59,61,46,55,65,130000,1
12033,20,69,58,44,56,28,52,53,43,39,56,130000,2
12034,22,70,59,50,58,28,53,56,34,48,58,130000,1
12035,26,76,47,57,58,60,57,54,47,63,55,140000,1
12037,34,58,58,60,65,57,66,60,55,55,67,35000,1
12038,27,47,40,47,38,56,76,23,36,41,55,130000,1
12039,22,62,30,36,31,58,73,21,27,52,44,100000,4
12040,23,71,57,51,63,42,77,63,44,46,62,130000,2
12041,22,68,51,59,61,49,60,57,59,63,63,120000,2
12042,24,63,49,58,62,47,61,60,56,61,66,150000,2
12043,20,61,46,59,61,48,61,56,49,62,63,120000,4
12044,25,83,54,37,64,27,63,65,44,25,58,170000,3
12045,22,81,56,43,62,30,61,59,32,28,58,130000,1
12046,20,65,32,40,45,57,67,37,20,48,51,100000,1
12047,22,78,47,51,61,56,60,61,32,48,57,120000,3
12048,21,65,59,42,58,29,59,56,43,34,60,130000,4
12049,26,66,41,53,47,60,67,41,34,54,42,130000,1
12050,25,69,61,49,60,36,56,56,55,44,57,170000,1
12051,25,54,33,34,40,60,64,33,42,32,41,140000,1
12052,23,66,43,52,55,55,76,52,33,58,57,110000,1
12053,21,79,48,46,53,58,59,51,28,42,44,100000,1
12054,21,80,58,50,67,28,56,63,41,48,66,130000,3
12055,23,68,56,59,63,56,68,62,59,56,60,120000,1
12056,21,56,51,49,59,63,67,57,25,55,68,120000,1
12058,21,72,32,39,46,61,63,34,36,46,56,100000,1
12059,26,61,25,48,35,57,79,25,52,52,41,140000,2
12060,21,69,44,60,60,58,61,58,68,55,60,100000,1
12061,20,84,54,46,65,26,63,66,34,30,58,130000,2
12062,24,38,24,32,34,56,75,24,26,34,39,130000,1
12063,21,54,43,45,45,57,64,39,33,58,49,100000,1
12065,21,67,52,64,64,51,64,60,63,65,69,120000,3
12066,20,67,60,38,53,29,60,48,30,33,57,130000,2
12068,22,59,31,46,50,57,70,46,39,46,54,100000,1
12069,21,86,49,45,68,27,55,65,25,44,64,120000,4
12070,25,78,55,61,65,58,62,62,44,60,68,130000,1
12071,22,68,39,52,58,58,63,57,36,49,59,100000,1
12072,22,68,52,59,64,59,54,63,52,55,65,100000,2
12073,22,69,59,47,59,29,60,61,31,42,61,130000,3
12075,20,53,31,45,46,56,70,41,25,51,51,100000,2
12076,25,80,47,53,64,54,59,63,32,38,62,150000,1
12077,22,63,43,46,46,56,69,38,44,51,51,100000,1
12078,26,65,39,55,57,64,75,54,36,63,58,160000,1
12079,22,68,28,34,53,60,67,52,27,42,55,100000,1
12081,24,60,31,45,48,58,72,42,24,55,51,130000,1
12082,20,72,44,54,59,57,75,59,28,48,61,100000,1
12083,22,59,62,46,56,27,59,57,42,42,55,130000,1
12084,23,46,43,62,50,53,62,42,55,64,60,130000,2
12086,20,68,48,59,60,54,55,57,53,62,59,120000,1
12087,20,80,51,60,65,55,51,60,49,59,65,120000,4
12088,20,76,54,57,58,29,59,57,38,54,54,120000,1
12089,20,66,50,57,58,56,71,60,42,60,52,120000,1
12090,21,74,57,49,60,28,56,59,49,31,61,130000,2
12092,20,59,56,46,59,28,54,55,58,31,64,130000,2
12093,20,69,54,45,66,29,55,64,28,41,61,130000,2
12094,21,65,46,59,61,53,64,63,48,64,57,90000,1
12095,22,62,39,52,48,54,67,42,38,54,54,100000,3
12096,21,73,53,58,60,51,74,58,55,60,62,120000,4
12097,21,53,39,59,57,50,59,51,37,60,66,120000,1
12098,26,66,58,50,60,29,56,62,42,51,56,170000,1
12099,20,60,44,53,58,56,60,58,49,64,56,90000,2
12101,22,71,39,53,49,58,63,40,46,53,56,100000,2
12102,20,76,49,57,66,38,56,65,39,54,63,130000,2
12103,25,67,33,59,58,58,64,57,58,55,54,130000,1
12104,21,78,61,43,57,28,62,52,30,35,59,130000,1
12105,20,73,37,58,57,55,63,54,51,63,59,100000,1
12106,25,59,27,39,49,55,73,44,29,54,52,140000,1
12107,21,63,30,44,40,63,74,36,22,47,45,90000,2
12108,26,57,25,28,31,59,73,23,27,25,28,140000,1
12109,22,74,58,48,63,27,61,64,33,40,60,120000,1
12110,24,71,33,52,60,54,68,61,36,51,58,120000,1
12111,21,69,49,57,64,29,55,62,50,55,63,130000,2
12112,21,72,47,58,59,56,62,58,41,51,55,100000,1
12113,21,59,27,42,37,62,65,26,30,48,52,100000,1
12114,20,64,45,56,60,52,66,57,47,58,64,120000,1
12115,19,68,56,56,59,55,63,57,32,61,59,110000,3
12117,25,55,41,50,51,61,67,51,44,48,54,140000,1
12118,22,58,57,39,56,29,63,52,44,28,62,130000,2
12119,21,71,42,55,51,57,65,43,43,51,55,100000,1
12120,23,71,45,54,61,39,58,63,36,57,61,130000,1
12121,18,74,57,50,65,28,60,67,51,43,64,100000,1
12122,23,66,42,53,58,57,65,56,32,56,60,110000,1
12123,19,69,58,54,61,28,53,62,48,50,58,120000,1
12124,20,64,31,39,38,63,59,29,37,37,38,100000,4
12125,20,67,50,61,65,52,62,66,53,63,61,130000,1
12126,31,66,57,40,56,27,67,50,33,32,54,120000,1
12127,21,78,47,55,61,42,51,63,37,55,50,120000,1
12128,19,81,55,54,63,29,53,65,55,51,60,110000,3
12129,20,82,57,44,64,27,44,65,35,25,61,130000,1
12130,26,77,49,56,59,59,71,57,35,66,55,160000,1
12132,31,41,59,35,59,31,74,64,46,32,51,120000,1
12133,26,79,57,52,59,26,60,61,34,49,55,160000,3
12134,23,70,57,53,60,29,56,58,37,51,63,130000,1
12136,20,76,60,50,58,28,58,59,40,50,58,130000,1
12138,25,69,28,39,48,61,67,42,30,31,53,140000,2
12139,24,81,51,55,64,35,49,60,48,57,66,160000,2
12141,20,67,26,30,46,60,74,41,31,25,49,100000,2
12142,24,72,40,46,60,58,80,55,25,46,61,120000,1
12143,30,70,39,55,53,55,70,45,47,65,52,90000,1
12144,27,72,55,41,58,29,53,55,31,27,55,160000,1
12145,19,67,29,45,45,61,65,39,25,56,53,90000,1
12146,23,74,58,50,57,30,75,58,24,43,57,150000,2
12149,27,53,57,44,61,28,67,58,26,49,70,160000,2
12150,21,76,28,40,53,60,72,48,24,34,54,100000,2
12152,20,73,43,52,56,59,65,52,42,52,56,90000,2
12153,20,72,47,57,66,46,56,65,44,66,64,130000,1
12154,22,69,35,50,57,58,68,56,24,57,59,90000,1
12155,20,56,31,42,42,58,63,35,28,56,46,100000,1
12156,22,65,40,42,56,59,63,55,41,45,55,100000,1
12157,19,70,43,60,62,56,61,57,60,53,65,90000,1
12158,19,77,61,49,60,42,64,58,45,45,62,120000,1
12159,19,52,46,59,60,52,61,59,49,60,65,110000,1
12160,21,70,42,53,56,55,73,55,38,57,55,100000,2
12161,24,53,28,31,32,60,72,23,22,33,29,130000,1
12162,22,64,34,42,47,62,55,42,31,45,50,100000,2
12163,21,65,30,42,41,61,63,31,26,45,46,100000,1
12164,29,45,25,44,44,59,74,25,22,27,59,110000,1
12165,20,75,59,48,56,27,63,56,38,40,55,130000,1
12166,21,59,60,32,48,28,60,46,28,23,51,130000,2
12167,19,68,64,61,58,33,60,56,72,61,56,120000,1
12168,19,65,58,58,57,47,66,55,43,58,59,110000,2
12170,22,69,61,59,66,36,58,64,48,63,66,120000,1
12171,19,69,53,47,57,60,68,58,26,48,60,90000,1
12172,19,68,55,53,66,26,50,67,41,47,65,110000,1
12173,20,53,63,44,53,29,49,51,38,39,56,130000,1
12174,19,73,53,54,69,26,35,68,49,51,65,120000,2
12175,20,54,60,41,57,28,64,58,27,33,59,130000,1
12176,21,67,35,54,64,57,43,61,33,46,65,120000,1
12177,19,74,56,51,64,28,39,59,49,44,64,120000,2
12179,24,64,57,35,57,28,70,59,24,24,55,160000,1
12180,21,68,36,42,44,59,64,36,36,45,51,100000,1
12181,21,71,50,56,61,46,70,61,33,60,62,120000,1
12182,18,71,59,47,57,28,47,54,48,48,58,120000,1
12183,25,63,42,61,61,54,55,63,49,71,57,150000,2
12184,25,56,27,28,32,60,70,24,21,26,34,140000,1
12185,23,79,59,44,59,32,65,61,28,41,55,150000,1
12186,19,71,60,51,62,25,46,60,33,39,61,120000,1
12187,23,55,60,59,60,48,61,58,41,57,63,130000,1
12188,19,75,49,52,66,26,48,66,35,53,65,110000,2
12189,23,55,30,48,55,59,60,52,20,55,55,120000,1
12190,23,78,59,48,59,28,71,59,42,41,57,150000,1
12191,20,57,38,57,50,62,60,46,36,66,57,100000,1
12193,19,70,58,58,64,27,52,64,58,53,62,120000,2
12194,23,69,53,52,68,33,53,68,47,48,67,130000,2
12195,29,91,40,50,58,57,68,56,29,55,58,110000,1
12196,18,70,38,52,52,60,63,47,39,61,57,90000,3
12197,22,73,35,54,59,60,63,57,28,57,59,120000,2
12198,22,64,28,34,31,60,68,21,22,32,37,100000,1
